yyyymm,RetEx,signal,signal_RSI,signal_macd
199611,0.0691844871467666,0,0,1
199612,-0.0255970430107526,0,1,1
199701,0.0571253946503946,0,1,1
199702,0.0017525465554086997,0,1,1
199703,-0.0468973289328377,0,1,0
199704,0.0541055367709215,0,1,1
199705,0.054368550386436,0,1,1
199706,0.0393443002310559,0,1,1
199707,0.0739149014091931,0,1,1
199708,-0.061729183127421,0,1,0
199709,0.049028523741759006,0,1,1
199710,-0.0386193290262645,0,1,0
199711,0.0403034896095281,0,1,0
199712,0.011431630730583899,0,1,0
199801,0.005950139628824301,0,0,0
199802,0.0662075927286082,0,1,1
199803,0.0457540134751368,0,1,1
199804,0.0049514692534603,0,0,1
199805,-0.0229928416160707,0,1,0
199806,0.035288220788031,0,1,0
199807,-0.0157487288035935,0,1,0
199808,-0.1498800442294937,0,0,0
199809,0.058553870689174906,0,0,0
199810,0.0769941957306222,0,1,1
199811,0.0554510342049932,0,0,1
199812,0.0527169749691338,0,0,1
199901,0.0373927457297116,0,0,1
199902,-0.0359825169578945,0,1,0
199903,0.0350941824877051,0,1,1
199904,0.034368981902562996,0,1,1
199905,-0.0287204159738762,0,1,0
199906,0.0506300001024192,0,1,1
199907,-0.0358377652599601,0,1,0
199908,-0.0101874726553876,0,1,0
199909,-0.0324517377178301,0,1,0
199910,0.058489467221741406,0,1,0
199911,0.0148368740507582,0,1,1
199912,0.0535105874390708,0,1,1
200001,-0.0553368555385399,0,1,0
200002,-0.024733142219927402,0,1,0
200003,0.091978229119402,0,1,1
200004,-0.0355124867096404,0,1,0
200005,-0.0267399976246705,0,1,0
200006,0.0191918825378947,0,1,0
200007,-0.021307928869333997,0,1,0
200008,0.0556240348259401,0,1,1
200009,-0.0584829476569501,0,1,0
200010,-0.010041162319324701,0,1,0
200011,-0.0852102269017303,0,1,0
200012,-0.0007549472730269003,0,0,0
200101,0.0303449255713434,0,0,1
200102,-0.096357352679214,0,0,0
200103,-0.067888052916539,0,0,0
200104,0.0735893545370714,0,0,1
200105,0.0020735322992867,0,0,1
200106,-0.0279119166494135,0,0,1
200107,-0.0136974473628329,0,0,1
200108,-0.066908385690579,0,0,0
200109,-0.0839233896152013,0,0,0
200110,0.016299025880454,0,0,0
200111,0.0736176465870275,0,1,1
200112,0.0061654961458012005,0,0,1
200201,-0.0169488276078321,0,0,1
200202,-0.0221995693977467,0,0,1
200203,0.0352471946635584,0,1,1
200204,-0.0628426522368157,0,1,1
200205,-0.010523121185108,0,0,1
200206,-0.0738813854477077,0,1,0
200207,-0.0803949586284235,0,0,0
200208,0.0035314198898663,0,0,0
200209,-0.1113717602548569,0,0,0
200210,0.0851188348113352,0,0,1
200211,0.056044635115606804,0,0,1
200212,-0.0613242488242852,0,0,1
200301,-0.0283896984610488,0,0,1
200302,-0.0179786227649877,0,1,1
200303,0.0074159389922528,0,1,1
200304,0.0801024513271555,0,1,1
200305,0.050006994067094294,0,1,1
200306,0.010565954053764301,0,1,1
200307,0.015463276415839798,0,1,1
200308,0.0170815245562837,0,0,1
200309,-0.0127276592824805,0,1,1
200310,0.054194828157474596,0,1,1
200311,0.006353513100665301,0,1,1
200312,0.0500154507654506,0,1,1
200401,0.0165430894308943,0,1,1
200402,0.0114340299081449,0,1,1
200403,-0.0171422691727658,0,1,0
200404,-0.017574162752358197,0,1,0
200405,0.0112334462205365,0,1,0
200406,0.016930744726416,0,0,0
200407,-0.035398856106027,0,0,0
200408,0.0010539992012489,0,0,0
200409,0.00798890639716,0,0,0
200410,0.0125475808525784,0,0,0
200411,0.0368699389488584,0,0,1
200412,0.030633128162750697,0,0,1
200501,-0.027232114881070198,0,0,0
200502,0.0167867169797477,0,0,0
200503,-0.0214009803921568,0,1,0
200504,-0.0224252564395767,0,1,0
200505,0.027585358228523,0,1,0
200506,-0.0026176772975241,0,1,0
200507,0.0332848702710418,0,1,1
200508,-0.014088692627223402,0,1,0
200509,0.0040989400408087,0,1,0
200510,-0.020832407708813,0,1,0
200511,0.031952787742714,0,1,1
200512,-0.0041940628634845,0,1,0
200601,0.021933505301919703,0,1,1
200602,-0.0032385699852091002,0,1,1
200603,0.0073375078735442,0,1,1
200604,0.0083223270804533,0,1,1
200605,-0.0348502346235721,0,0,0
200606,-0.0039050586310154078,0,0,0
200607,0.0009608132577547,0,0,0
200608,0.0171409291954525,0,0,1
200609,0.020557941152408398,0,0,1
200610,0.0274080285960251,0,0,1
200611,0.012349942909947701,0,0,1
200612,0.0085740848165943,0,0,1
200701,0.0099090848198547,0,0,1
200702,-0.0260378119553528,0,0,0
200703,0.005863288124991,0,0,0
200704,0.039232349774080494,0,0,1
200705,0.028607561933480297,0,1,1
200706,-0.0216579763973639,0,1,0
200707,-0.0359985737408675,0,1,0
200708,0.0093635923230739,0,0,0
200709,0.0325523346494889,0,1,1
200710,0.011572335025380801,0,0,1
200711,-0.0467684238211413,0,0,0
200712,-0.0111284888666838,0,0,0
200801,-0.0634551415638307,0,0,0
200802,-0.0365278287572689,0,0,0
200803,-0.0070095830546433,0,0,0
200804,0.0464716848113705,0,1,1
200805,0.00923248658213,0,1,1
200806,-0.08751238163926929,0,0,0
200807,-0.0112177083333331,0,0,0
200808,0.010757169909577,0,0,1
200809,-0.09173311993794961,0,0,0
200810,-0.16998286778238839,0,0,0
200811,-0.0750073655913978,0,0,0
200812,0.0077965656520574,0,0,0
200901,-0.0857656817972137,0,0,0
200902,-0.1101812248752845,0,0,0
200903,0.0852295082915015,0,0,1
200904,0.09379174218022139,0,0,1
200905,0.0529314266564316,0,0,1
200906,4.583523728700001e-05,0,0,1
200907,0.0739917569507896,0,0,1
200908,0.033418506703933294,0,0,1
200909,0.0356233838255177,0,0,1
200910,-0.019820319181140335,0,1,1
200911,0.05732233028369963,0,1,1
200912,0.017728931071620633,0,1,1
201001,-0.0370242623979911,0,1,0
201002,0.02842202679716053,0,1,1
201003,0.0586713675542557,0,1,1
201004,0.0146259938602566,0,0,1
201005,-0.0821092495372281,0,0,0
201006,-0.0539823766993143,0,0,0
201007,0.06864449942272799,0,0,0
201008,-0.0475824981844589,0,0,0
201009,0.0874261040378147,0,0,1
201010,0.0367476077812828,0,1,1
201011,-0.0024069494447543,0,1,1
201012,0.0651834053336723,0,1,1
201101,0.0225205901529847,0,1,1
201102,0.0318482492561607,0,1,1
201103,-0.0011306352124491332,0,1,0
201104,0.0284453576250348,0,1,0
201105,-0.013534261017935032,0,1,0
201106,-0.018290841510556034,0,1,0
201107,-0.021507769970115533,0,1,0
201108,-0.056807764571145364,0,1,0
201109,-0.07177034631235524,0,0,0
201110,0.10770637163917894,0,1,1
201111,-0.005066978510066634,0,1,0
201112,0.008524418318684166,0,1,1
201201,0.0435580152671756,0,1,1
201202,0.0405144499432342,0,1,1
201203,0.03126570987835103,0,1,1
201204,-0.007564163950953766,0,1,1
201205,-0.0627256713593866,0,0,0
201206,0.0394799212793724,0,1,0
201207,0.012514305710537967,0,0,0
201208,0.019680028323134965,0,0,1
201209,0.024144423708569833,0,0,1
201210,-0.019872736874741035,0,0,0
201211,0.0027717029231815,0,1,0
201212,0.007009977192164667,0,0,0
201301,0.05036973024865777,0,1,1
201302,0.010977269693146767,0,0,1
201303,0.0359127994031743,0,1,1
201304,0.0180357639928879,0,0,1
201305,0.020729450144073066,0,0,1
201306,-0.015040992126273967,0,1,0
201307,0.04942877788015387,0,1,1
201308,-0.03133134665693794,0,1,0
201309,0.029732808216521633,0,1,0
201310,0.04455409319774413,0,1,1
201311,0.027991127538608065,0,1,1
201312,0.023504499965850766,0,1,1
201401,-0.035616228440347036,0,0,0
201402,0.04307537090226403,0,0,0
201403,0.006890490691691834,0,0,0
201404,0.0061757968638175,0,0,0
201405,0.0210052821200136,0,0,0
201406,0.019024980115098466,0,0,0
201407,-0.0151048630772919,0,1,0
201408,0.0376303217276902,0,1,0
201409,-0.015530525814003366,0,1,0
201410,0.023184789508642133,0,1,0
201411,0.024516917734116333,0,1,1
201412,-0.0042135120625277,0,1,0
201501,-0.0310658519112147,0,1,0
201502,0.05487584434788723,0,1,1
201503,-0.0174211069137562,0,1,0
201504,0.008504153063458033,0,1,0
201505,0.010474715726650133,0,1,0
201506,-0.02102833904256717,0,1,0
201507,0.0197170296967214,0,1,0
201508,-0.06263915150053613,0,0,0
201509,-0.02645949823989377,0,0,0
201510,0.08296645109372744,0,1,1
201511,0.0004048692607241,0,0,1
201512,-0.017721851842981,0,0,1
201601,-0.050951983747101304,0,1,0
201602,-0.0043866885883532,0,1,0
201603,0.0657494420522745,0,1,1
201604,0.0025077031567093,0,0,1
201605,0.015099650171887701,0,1,1
201606,0.0006858467059302001,0,0,1
201607,0.0353598072286859,0,1,1
201608,-0.0014691755612808,0,1,1
201609,-0.00147614926645,0,1,1
201610,-0.019700625037472202,0,1,0
201611,0.0337994467699831,0,1,1
201612,0.017775754044233,0,1,1
201701,0.017459393634175,0,1,1
201702,0.0367648270039457,0,1,1
201703,-0.0010058638547511,0,1,1
201704,0.0084245418826516,0,1,1
201705,0.0108345847246747,0,1,1
201706,0.0039971084241888,0,1,0
201707,0.018457159451363902,0,1,1
201708,-0.0002952338555811,0,1,0
201709,0.0184446451999103,0,0,0
201710,0.021296468663683,0,0,1
201711,0.0026950430103365,0,0,0
201712,0.0332425573644229,0,0,1
201801,0.0550036823765925,0,0,1
201802,-0.0402557129374851,0,0,0
201803,-0.028301180435030902,0,0,0
201804,0.0012521343345187,0,0,0
201805,0.0200583533165913,0,0,0
201806,0.0032590668707127997,0,0,0
201807,0.0343882531320854,0,0,1
201808,0.0285715519649374,0,0,1
201809,0.0025193009181396003,0,0,1
201810,-0.0712783589798146,0,0,0
201811,0.0159177151324735,0,0,0
201812,-0.0937519557672173,0,0,0
201901,0.07670944382392239,0,0,1
201902,0.0277372224596856,0,0,1
201903,0.015924256211817103,0,0,1
201904,0.0373301650623493,0,0,1
201905,-0.0677360645226201,0,0,0
201906,0.0671218305922788,0,0,1
201907,0.0113781521499777,0,0,1
201908,-0.019716627281326702,0,0,0
201909,0.0156061778292085,0,0,1
201910,0.019056770730503,0,0,1
201911,0.032763704088552795,0,1,1
201912,0.0273064856313836,0,1,1
